size,density,graph_type,mst_algo,runtime
100,50,matrix,prims,5.5258446250009
100,50,matrix,prims,5.602404541001306
100,50,matrix,prims,5.373941874997399
100,50,matrix,prims,5.414737249993777
100,50,matrix,kruskals,5.658814082999015
100,50,matrix,kruskals,5.937835292003001
100,50,matrix,kruskals,5.706545290995564
100,50,matrix,kruskals,5.4575868750034715
100,50,matrix,kruskals,5.412833750000573
100,50,matrix,kruskals,6.055080166996049
100,50,matrix,kruskals,5.279337832995225
100,50,matrix,kruskals,5.580647417002183
100,50,matrix,kruskals,5.464324708002096
100,50,matrix,kruskals,5.351643916001194
100,50,list,prims,0.1287657909997506
100,50,list,prims,0.23015983300138032
100,50,list,prims,0.05222258300636895
100,50,list,prims,0.05311112500203308
100,50,list,prims,0.052789332999964245
100,50,list,prims,0.05493624999508029
100,50,list,prims,0.05292525000550086
100,50,list,prims,0.05326783400232671
100,50,list,prims,0.05293687499943189
100,50,list,prims,0.05279224999685539
100,50,list,kruskals,0.282299457998306
100,50,list,kruskals,0.10878129200136755
100,50,list,kruskals,0.10723279200465186
100,50,list,kruskals,0.28224787499493686
100,50,list,kruskals,0.10661595800047508
100,50,list,kruskals,0.10685024999838788
100,50,list,kruskals,0.10666633400251158
100,50,list,kruskals,0.28055379199940944
100,50,list,kruskals,0.10816637500101933
100,50,list,kruskals,0.10735554200073238
100,75,matrix,prims,5.322517999993579
100,75,matrix,prims,5.511483583999507
100,75,matrix,prims,5.059390208996774
100,75,matrix,prims,5.879615541998646
100,75,matrix,prims,5.1881411249996745
100,75,matrix,prims,5.278473665995989
100,75,matrix,prims,5.293941333999101
100,75,matrix,prims,5.735205666998809
100,75,matrix,prims,5.68451679199643
100,75,matrix,prims,5.142793292005081
100,75,matrix,kruskals,5.555843249996542
100,75,matrix,kruskals,6.426691207998374
100,75,matrix,kruskals,5.351715500000864
100,75,matrix,kruskals,5.58260529099789
100,75,matrix,kruskals,5.433302707999246
100,75,matrix,kruskals,6.141146708003362
100,75,matrix,kruskals,5.554305458004819
100,75,matrix,kruskals,5.675553624998429
100,75,matrix,kruskals,5.3272385410018614
100,75,matrix,kruskals,5.745276041998295
100,75,list,prims,0.4774882499987143
100,75,list,prims,0.05771745899983216
100,75,list,prims,0.05685954200453125
100,75,list,prims,0.06801841700507794
100,75,list,prims,0.06430012499913573
100,75,list,prims,0.06471508400136372
100,75,list,prims,0.07320816600258695
100,75,list,prims,0.064602875005221
100,75,list,prims,0.24739362500258721
100,75,list,prims,0.05664249999972526
100,75,list,kruskals,0.13887175000127172
100,75,list,kruskals,0.11908229200344067
100,75,list,kruskals,0.2979432089996408
100,75,list,kruskals,0.11859766599809518
100,75,list,kruskals,0.11865424999996321
100,75,list,kruskals,0.11849616599647561
100,75,list,kruskals,0.29279862499970477
100,75,list,kruskals,0.12024391599697992
100,75,list,kruskals,0.1188958749989979
100,75,list,kruskals,0.3004062089967192
100,100,matrix,prims,5.837178041001607
100,100,matrix,prims,5.383340207998117
100,100,matrix,prims,5.5439392080006655
100,100,matrix,prims,5.624809624998306
100,100,matrix,prims,5.5032186250027735
100,100,matrix,prims,6.414724791997287
100,100,matrix,prims,5.811008041004243
100,100,matrix,prims,6.241556125001807
100,100,matrix,prims,5.842961499998637
100,100,matrix,prims,5.7977998330025
100,100,matrix,kruskals,6.123965375001717
100,100,matrix,kruskals,5.919745917002729
100,100,matrix,kruskals,5.712186584001756
100,100,matrix,kruskals,6.979098332994909
100,100,matrix,kruskals,5.489464334001241
100,100,matrix,kruskals,5.441060999997717
100,100,matrix,kruskals,5.8322297090053326
100,100,matrix,kruskals,6.0809957919991575
100,100,matrix,kruskals,6.362928249996912
100,100,matrix,kruskals,5.712956832998316
100,100,list,prims,0.1440563750002184
100,100,list,prims,0.05867224999383325
100,100,list,prims,0.2454619170021033
100,100,list,prims,0.058617707996745594
100,100,list,prims,0.05869666700164089
100,100,list,prims,0.05779679200350074
100,100,list,prims,0.05875570799980778
100,100,list,prims,0.057265957999334205
100,100,list,prims,0.058794083997781854
100,100,list,prims,0.058444750000489876
100,100,list,kruskals,0.29906941700028256
100,100,list,kruskals,0.11940799999865703
100,100,list,kruskals,0.12097979200189002
100,100,list,kruskals,0.30056587499711895
100,100,list,kruskals,0.12098154200066347
100,100,list,kruskals,0.12072533400350949
100,100,list,kruskals,0.12009445800504182
100,100,list,kruskals,0.3000143340032082
100,100,list,kruskals,0.12452437499450753
100,100,list,kruskals,0.1247178330013412
