size,density,graph_type,mst_algo,runtime
30,50,matrix,prims,0.044642958
30,50,matrix,prims,0.044061417000193615
30,50,matrix,kruskals,0.048788959
30,50,matrix,kruskals,0.049304208
30,50,matrix,kruskals,0.049464084004284814
30,50,matrix,kruskals,0.049207458
30,50,matrix,kruskals,0.049221708
30,50,matrix,kruskals,0.048724792
30,50,matrix,kruskals,0.049018792
30,50,matrix,kruskals,0.050034917003358714
30,50,matrix,kruskals,0.049663875
30,50,matrix,kruskals,0.049609792
30,50,list,prims,0.004778875
30,50,list,prims,0.004560042
30,50,list,prims,0.004345833
30,50,list,prims,0.00419575
30,50,list,prims,0.004123916
30,50,list,prims,0.004172209
30,50,list,prims,0.004277042
30,50,list,prims,0.004151958
30,50,list,prims,0.004159041
30,50,list,prims,0.004277291
30,50,list,kruskals,0.008991958
30,50,list,kruskals,0.010752625
30,50,list,kruskals,0.008812125
30,50,list,kruskals,0.008757792
30,50,list,kruskals,0.008722291
30,50,list,kruskals,0.008754583
30,50,list,kruskals,0.00874925
30,50,list,kruskals,0.008854375
30,50,list,kruskals,0.008826833
30,50,list,kruskals,0.008840666
30,75,matrix,prims,0.044547041
30,75,matrix,prims,0.04490425
30,75,matrix,prims,0.044745291997969616
30,75,matrix,prims,0.044523124997795094
30,75,matrix,prims,0.044417375000193715
30,75,matrix,prims,0.04435725
30,75,matrix,prims,0.044643750006798655
30,75,matrix,prims,0.044451665999076795
30,75,matrix,prims,0.045022791
30,75,matrix,prims,0.044623458
30,75,matrix,kruskals,0.049294124997686595
30,75,matrix,kruskals,0.049467916
30,75,matrix,kruskals,0.050039292000292335
30,75,matrix,kruskals,0.050111375
30,75,matrix,kruskals,0.049253208
30,75,matrix,kruskals,0.049100084
30,75,matrix,kruskals,0.04933975
30,75,matrix,kruskals,0.049701041
30,75,matrix,kruskals,0.05044175
30,75,matrix,kruskals,0.049486500000057276
30,75,list,prims,0.005067334
30,75,list,prims,0.004622292
30,75,list,prims,0.004304583
30,75,list,prims,0.004425042
30,75,list,prims,0.004384417
30,75,list,prims,0.004356917
30,75,list,prims,0.004371292
30,75,list,prims,0.004430708
30,75,list,prims,0.004327167
30,75,list,prims,0.004347084
30,75,list,kruskals,0.011256334000790957
30,75,list,kruskals,0.009261417
30,75,list,kruskals,0.009216833
30,75,list,kruskals,0.009195042
30,75,list,kruskals,0.009255291
30,75,list,kruskals,0.009193708
30,75,list,kruskals,0.009154875
30,75,list,kruskals,0.009270542
30,75,list,kruskals,0.009205791
30,75,list,kruskals,0.009257833
30,100,matrix,prims,0.045620999997481704
30,100,matrix,prims,0.04465525
30,100,matrix,prims,0.044315625
30,100,matrix,prims,0.044611291
30,100,matrix,prims,0.043984667005133815
30,100,matrix,prims,0.044512667001981754
30,100,matrix,prims,0.057834917002764996
30,100,matrix,prims,0.044740125
30,100,matrix,prims,0.044887500000186265
30,100,matrix,prims,0.044097416997828986
