size,density,graph_type,mst_algo,maze_num,runtime
50,75,list,kruskals,7,0.02820866699767066
50,75,matrix,prims,8,0.3319600419999915
50,75,matrix,kruskals,8,0.37544254200474825
50,75,list,prims,8,0.018869541003368795
50,75,list,kruskals,8,0.030247957998653874
50,75,matrix,prims,9,0.3390376249953988
50,75,matrix,kruskals,9,0.38707720799720846
50,75,list,prims,9,0.02026445899537066
50,75,list,kruskals,9,0.029827624995959923
50,100,matrix,prims,0,0.3250122090030345
50,100,matrix,kruskals,0,0.37857174999953713
50,100,list,prims,0,0.017496166998171248
50,100,list,kruskals,0,0.028870207999716513
50,100,matrix,prims,1,0.3255351249972591
50,100,matrix,kruskals,1,0.3731997089998913
50,100,list,prims,1,0.017070000001695007
50,100,list,kruskals,1,0.02823608300241176
50,100,matrix,prims,2,0.3297954999943613
50,100,matrix,kruskals,2,0.37177512500056764
50,100,list,prims,2,0.017151583000668325
50,100,list,kruskals,2,0.028265083994483575
50,100,matrix,prims,3,0.3318537090017344
50,100,matrix,kruskals,3,0.37154766599996947
50,100,list,prims,3,0.016992291995848063
50,100,list,kruskals,3,0.04257266700005857
50,100,matrix,prims,4,0.3312778750041616
50,100,matrix,kruskals,4,0.37488850000227103
50,100,list,prims,4,0.016966208000667393
50,100,list,kruskals,4,0.0275949170027161
50,100,matrix,prims,5,0.32194354200328235
50,100,matrix,kruskals,5,0.36974233300134074
50,100,list,prims,5,0.017231125006219372
50,100,list,kruskals,5,0.028810124997107778
50,100,matrix,prims,6,0.32643375000043306
50,100,matrix,kruskals,6,0.3663750410050852
50,100,list,prims,6,0.01759308300097473
50,100,list,kruskals,6,0.028079167001124006
50,100,matrix,prims,7,0.33741595900210086
50,100,matrix,kruskals,7,0.380659291993652
50,100,list,prims,7,0.017652916998486035
50,100,list,kruskals,7,0.027230625004449394
50,100,matrix,prims,8,0.33688100000290433
50,100,matrix,kruskals,8,0.3474026249969029
50,100,list,prims,8,0.029660375003004447
50,100,list,kruskals,8,0.027364749999833293
50,100,matrix,prims,9,0.32515100000455277
50,100,matrix,kruskals,9,0.34766374999890104
50,100,list,prims,9,0.029414000004180707
50,100,list,kruskals,9,0.02769270799763035
100,0,matrix,prims,0,5.143912041996373
100,0,matrix,kruskals,0,5.800921415997436
100,0,list,prims,0,0.12465612500091083
100,0,list,kruskals,0,0.06220949999988079
100,0,matrix,prims,1,6.14113237499987
100,0,matrix,kruskals,1,7.936885499999335
100,0,list,prims,1,0.21035200000187615
100,0,list,kruskals,1,0.47832979200029513
100,0,matrix,prims,2,4.997944833005022
100,0,matrix,kruskals,2,5.456617250005365
100,0,list,prims,2,0.543089124999824
100,0,list,kruskals,2,0.06268979100423167
100,0,matrix,prims,3,5.959293458996399
100,0,matrix,kruskals,3,5.963047125005687
100,0,list,prims,3,0.19970529100100975
100,0,list,kruskals,3,0.2737552920007147
100,0,matrix,prims,4,5.441876542005048
100,0,matrix,kruskals,4,5.550799625001673
100,0,list,prims,4,0.1143129170013708
100,0,list,kruskals,4,0.06069995799771277
100,0,matrix,prims,5,5.438385749999725
100,0,matrix,kruskals,5,7.361624666998978
100,0,list,prims,5,0.33349687499867287
